id,fullname,nickname,gender,email,email_verified_at,password,birth_place,birth_date,religion_id,address,province_id,city_id,district_id,sub_district_id,postal_code_id,phone,photo,remember_token,created_at,updated_at,identity_number,npwp,bank_id,account_number,account_holder,active_role
09c58a4f-2849-410a-b74e-cac4b1b0b58d,Spv Sipil,,,spvsipil@gmail.com,2025-11-04 02:11:53,$2y$12$1rFJtsWoJ411LfGGbJqOfO.nP.E6YcDwIBRs3gmPPZX04Enq5hnsG,,,,,,,,,,,,kIBDB06Y5d,2025-11-04 02:11:53,2025-11-04 02:11:53,,,,,,
5c4e5be1-af05-4c56-8a92-c8f9af237c49,Staff Marketing,,,staffmarketing@gmail.com,2025-11-04 02:11:53,$2y$12$dWQkChimy1XhfPZnLf6jwexYa8MWy18am98SivH6uXlJhC4pXe1y6,,,,,,,,,,,,q316WYcJ0A,2025-11-04 02:11:53,2025-11-04 02:11:53,,,,,,
490d2d47-a51d-4cba-818b-4b466b6466d8,Staff Finance,,,stafffinance@gmail.com,2025-11-04 02:11:53,$2y$12$67Us2hYc0eMV8i2vQxWaROJTZMHo/3byJCeuY/lleoHDuYerd7iDe,,,,,,,,,,,,yWjDFUfd0n,2025-11-04 02:11:53,2025-11-04 02:11:53,,,,,,
b53b33b7-0cfc-4883-b6f7-b96f4ea8d6df,Staff HRD,,,staffhrd@gmail.com,2025-11-04 02:11:54,$2y$12$gpfNpp2mlOX8dP2zacwPSea3UmXZP4DynJFY6hnFuU7QkWU1aIvQq,,,,,,,,,,,,WXereVTEma,2025-11-04 02:11:54,2025-11-04 02:11:54,,,,,,
eeced012-03a1-4510-a4dc-101016c03809,Quality Control,,,qc@gmail.com,2025-11-04 02:11:54,$2y$12$IeBFbV5lNT8wFsoXvq0ruOvdSojonrWQsJbI8PzdOPf2CAQMTbQZu,,,,,,,,,,,,qxGD51SAAn,2025-11-04 02:11:54,2025-11-04 02:11:54,,,,,,
fd6384b7-ca91-466c-9947-62d6d4353a80,Mitra Kontraktor,,,mitrak@gmail.com,2025-11-04 02:11:55,$2y$12$gHhwSevB5./eOQrNU/A6Fen/M6WKRwz0e.P8xDsF91JHYcV5fqKHe,,,,,,,,,,,,av23MP5NLO,2025-11-04 02:11:55,2025-11-04 02:11:55,,,,,,
f2d729fc-9abb-4554-b83c-3126756fb747,Mitra Supplier,,,mitras@gmail.com,2025-11-04 02:11:55,$2y$12$1B.irogm/cafcsRV0BGypOaiiiYe66hQ6TtlmyyEF/zv7Wz.gCEXC,,,,,,,,,,,,t7xANO2WI6,2025-11-04 02:11:55,2025-11-04 02:11:55,,,,,,
e9d2d324-b540-4e73-b41e-c786498d943b,Mitra Arsitek,,,mitraa@gmail.com,2025-11-04 02:11:55,$2y$12$p4SOD45DHZ2qOhiesQmXp.VTb00SOMilRxNO0I/55Z14cS2XmnX6.,,,,,,,,,,,,2t8cpwMOfH,2025-11-04 02:11:55,2025-11-04 02:11:55,,,,,,
eda85394-543f-4117-ad37-aee226e87ae0,Customer,,,customer@gmail.com,2025-11-04 02:11:55,$2y$12$QLsPX0V7IO7V379FEMGSy.A4Q7pMa5Lii0pMst4MxkEnP72/p7ph.,,,,,,,,,,,,q9FEe5ceZe9G6B9rwqypcKyB9teEOVGFS0RAl7jLyDg3BzTJX8ziOSpLHAmU,2025-11-04 02:11:55,2025-11-04 02:11:55,,,,,,
08bdf1f0-3aa3-4b17-831d-0f9a6b101904,coba,,,hanyacoba@gmail.com,,$2y$12$8TdRGC5TOVPOdr/UDPE7KeXKURV2l0xdfjLmoyX9gJq7kPYThbKHm,,,,,,,,,,,,,2025-11-05 01:44:20,2025-11-05 01:44:20,,,,,,
e3565df6-16bd-496f-9d4c-daaaa32c1909,aaa,lll,1,asj@gmail.com,,$2y$12$uLELQ2ybwDGCxH/iHFgsieO0CghS4AVVlyuv.CTi6DAsJtDi38fXi,kkk,1990-01-01,1,laks,15,234,3373,42185,42185,08765,93507f51-e011-4f53-b1a0-8fd84a773271.png,,2025-11-10 07:12:19,2025-11-10 09:04:34,350919,0,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,091827,kajsl,
9d065ba4-1e79-4f02-adcb-9fb2e40e1f5b,Komisaris,,,komisaris@gmail.com,2025-11-04 02:11:51,$2y$12$glxRP/uQAKtwoAY5CRwCVOqbZ0nQrXLVYEUR.mD/D2FGzqIC4L4Z2,,,,,,,,,,,,VMMmEwZwgugHVH9tU9HT6souPTGX3UMyyTK2wEdWxo3JNrmij3zK4fN5EWoZ,2025-11-04 02:11:51,2025-11-04 02:11:51,,,,,,
125a9bef-effa-4195-acf1-780ae2f9d03a,kali,kal,1,a@gmail.com,,$2y$12$Fczg3Hfop/pwgs9UwIBQ7ODq7Dz7GNrsVnlW3OIribclNqPUtvYqK,kajs,1990-02-01,2,jaks,15,226,3201,40060,40060,098,18cf8bbc-efae-418a-a98a-1985e1e25854.jpeg,,2025-11-06 03:44:38,2025-11-10 01:32:41,0,0,d9f59592-4a70-42fd-9a04-5e0823300592,1111,aaa,
c60f1220-9538-4818-aa82-69390ba7611e,aaa,aaaa,1,asqwe@gmail.com,,$2y$12$DCpa8iybdeXM8my95J.FH.osqrYThYbCI9wbrtXe1E6MLkF2dZbOe,aaa,2025-11-29,3,lll,20,313,4520,55390,55390,0,,,2025-11-12 02:02:12,2025-11-12 02:02:12,0,0,22101867-319f-4137-a5f3-d04fbeaa7f4f,111,ss,
902a4c29-0328-42f2-a313-0773b166faef,sdf12,,1,ddddddd@gmail.com,,$2y$12$14pb/TCCZ.EoH1WKi2lo0uuO4KjgaYnHHbkmTjE6xv8W20OLEjcTi,werr,2025-11-29,2,eeee,4,79,940,14192,14192,098,,,2025-11-13 01:21:12,2025-11-13 01:21:12,0,0,d9f59592-4a70-42fd-9a04-5e0823300592,,,
5fe8792a-d08a-404c-b308-b4f7cd75373f,Drafter,,,drafter@gmail.com,2025-11-03 01:07:16,$2y$12$hYl8xHa0D1Jt.ZENfILpxefjSjqJlO4pMZsE5.w8PiT11j3BZNqZq,,,,,,,,,,,,bTKfQ3nhczX14dlT6Dg5grrLz72iKr1NPEZOQ9qxcbk0new7Pe26vkw3EwdU,2025-11-03 01:07:16,2025-11-17 07:12:39,,,,,,4f7f9361-923e-412b-8b5b-e7ebf87f4b1f
c92da870-8593-4515-88e6-f17a05be01a6,sss,lll,2,kamsj@gmail.com,,$2y$12$9M6O8SyW6mv/tmenmkNh9u0vcPXchXczAQ7G9aeEneaE/1eynk0Qi,llll,1990-01-01,1,lll,5,88,1055,15327,15327,087,d5786417-9f96-4872-9d94-f1a6e9628d95.png,,2025-11-12 04:10:59,2025-11-12 04:10:59,0,0,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,0897,lll,
9e43e80e-2a6f-4dcd-9fb4-cab5f245be48,www,jjj,1,kmas@gmail.com,,$2y$12$gWjnptWrZjzC4sr48kSdTe1CNDDYYIkzBPaDUEQ5Bg3Qu38E.VoVq,ll,1990-01-01,3,oklj,4,80,952,14315,14315,087,,,2025-11-12 07:08:40,2025-11-12 08:27:38,0,0,57668a90-96b4-4c4d-a2a4-e1d761bcfe37,91827,kajsh,
58d05607-004d-4a23-a2fc-ded6b9810d37,Ibu Dian,Dian,2,alskj@gmail.com,,$2y$12$yRBibZ2eCpJSg1HyiIRfmOSqZM496yhZRYdYRZKF8RsMBa5ERVrmG,ll,1990-01-01,2,llll,20,315,4550,55668,55668,08982734652,a1344747-081f-4e05-88a2-3cf440261812.jpg,,2025-11-12 03:51:12,2025-12-22 02:14:27,0,0,c085f89c-d262-4aeb-bca7-7bad6cb9ef34,089,klj,58c3ae6d-c36a-4468-be1e-a6b618086cec
b17be317-d05e-4d0d-a69f-b97a9917a43d,qqqqq,,1,ja@gmail.com,,$2y$12$1h7yxyF8Jt25zPCTn1mx6u/QAkzq80UT5lT/5dUyAjBCTIXUvyLle,qqqqqqq,1990-01-01,2,llll,3,58,724,12456,12456,0897,,,2025-11-13 01:25:25,2025-11-13 01:25:25,0,,,,,
067faf69-5bbc-4695-a384-c8ab55ec7a25,Tukang,,1,worker@gmail.com,2025-11-04 02:11:55,$2y$12$ihnSBcNdP4Vjqza6NNsXtuMB92.HiUZKw2g2Qt2Mt0b8kmHMp.orq,jember,1990-01-01,1,imam bonjol,15,234,3369,42153,42153,087,aec30eab-bd96-4788-a7dc-57c454fad95b.jpg,izAIirQrDd,2025-11-04 02:11:55,2025-11-14 05:41:41,0,0,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,123,las,
50186183-7180-4635-b3f3-02f209a0cf91,Super Admin,,,superadmin@gmail.com,2025-11-03 01:07:14,$2y$12$gS7OeyBdqQDKC8o2XXBrEe0s07JRbaANazp38U6fLVrlBnBYrgLuC,,,,,,,,,,,,DZa7M3EjM5KfuwD4FNb4vkbYboE2CZDP87YaHwW0altpph60hO951TCkctnq,2025-11-03 01:07:15,2025-12-19 01:34:35,,,,,,
68a82b32-f0bd-4c37-a5d5-9eb83badd2ac,Reza,,,reza@gmail.com,2025-11-03 01:07:16,$2y$12$aeotfzo0ALZoROJG64zep.HHf6z8NYAWjZsLnjQ6aYwMPCiZrnjx.,,,,,,,,,,,,0YEzhbf5znGSUxwWFKcnmuWrJzcvK0SpbLmiH6JykMm2rIFmxwJaFR4hIGIw,2025-11-03 01:07:16,2025-12-17 02:04:51,,,,,,ba96959c-aef8-4e0b-84a2-65b6a7caef05
76d38fa3-44ef-4500-a4c8-29a9c7460bb6,rrrrr,,1,ma@gmail.com,,$2y$12$WpQIy/gMLMYMlQUlpy44z.mubIOuH7kx77gT2MZNbyDGz.3TQ6Oaa,rrrrr,2025-11-05,1,wwwwwwwww,4,79,937,14169,14169,444,C:\Users\User\AppData\Local\Temp\phpE8CF.tmp,,2025-11-14 02:15:23,2025-11-14 02:15:23,111,,18ba941a-5f67-4172-9658-f2b24fff8205,123,dddd,
d68144e3-0b98-4c09-af53-fd79e0f40b9f,Imron,,1,la@gmail.com,,$2y$12$ecvG5fXbwKoXYjjYblyng.t6/RayLUF1Dpy/Og8Ro1xai5xAmGOY6,lll,1990-01-01,1,lll,6,99,1191,16807,16807,098,C:\Users\User\AppData\Local\Temp\phpB821.tmp,,2025-11-14 02:23:54,2025-11-14 02:28:28,09,,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,098,lll,
eae59dd5-0c20-4a11-a284-cd97194abfc3,Affiliator,,1,affiliator@gmail.com,2025-11-04 02:11:56,$2y$12$rSSUIFg/VOfeBiZE6i0/8eFhWotoIyz.BgDSa8qIauVn2yVEbSeEC,hajshd,2025-10-31,1,asd,2,25,300,6631,6631,01928,3b49385d-43f3-4fcd-8690-25f7f562200d.png,fcdZVN8PNX,2025-11-04 02:11:56,2025-11-14 03:33:03,1,,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,123,erd,
ac6164b9-6d7d-4f3b-9399-64ade1903a67,AKU,,2,lm@gmail.com,,$2y$12$51NMe.CuGNeQ5P3KiBQ8gOvt7cQENZZ4WeVGJLR7Lt5z02QTW2YMO,qqq,2025-09-18,1,asd,20,314,4537,55525,55525,1,56523f65-da7b-49a7-a403-25ecb901e3a7.jpg,,2025-11-14 03:47:54,2025-11-14 03:54:12,123,,c085f89c-d262-4aeb-bca7-7bad6cb9ef34,123,sedf,
2dc4b834-9279-4c8e-a134-eb16b94fbdc9,Investor,,1,investor@gmail.com,2025-11-04 02:11:54,$2y$12$2vt4tDtSpLPaN5SduAKz/u4cNKYVYgkZZiwQDFBSu2GlMe2XljdbO,jember,2025-11-04,2,imam bonjol,2,25,302,6678,6678,081234567,6f36f361-5d19-46de-b392-f7d4c8fad408.jpg,ndV5tzrvEkqYqQ8LayPKg0Rv48ozUVOwK9Qb7fCGPGyMPsSwodFEgWFHeqUQ,2025-11-04 02:11:54,2025-11-14 05:30:37,0,0,d9f59592-4a70-42fd-9a04-5e0823300592,123,dfg,
5fe77e47-0255-433c-b52b-35ec02ecf174,Mohammad Imran,Imron,1,alkajshd@gmail.com,,$2y$12$IdNmf/4saa4PCnh7YBmdiOELwI./3qSPaVKFbuDI9ojaL609l5zUK,Jember,1990-02-01,1,Jalan Hayam Wuruk IV No 2,4,78,920,13979,13979,085655996569,7c70e972-c4fb-4b5b-82ba-9e992b3ed73f.png,,2025-11-06 06:24:36,2025-12-17 02:07:13,35091929292,0,18ba941a-5f67-4172-9658-f2b24fff8205,019287,mansk,58c3ae6d-c36a-4468-be1e-a6b618086cec
e5836492-a9f2-4771-991c-48d6b31c298e,DWIANTOSA AHMAD FATHONY,Tosa,1,antosaarchitect@gmail.com,,$2y$12$nCsAl6yrsY.rt0fMkkaYj.MSsRI./4y8fHeeX12C1jR4kpHXHa9q.,Jember,1992-06-03,1,"Bernady Land, Cluster Camelia Blok E6",15,234,3397,42383,42383,085236873007,,,2025-12-26 01:37:14,2025-12-26 01:37:14,3509190306920005,,66366cf0-4cec-43b2-8fd1-c2815fc7e6a7,0241575429,Dwiantosa Ahmad Fathony,
